Sample_Name,Methane_Production_Potential,Methane_Production_Rate,Lag_Time,R_squared
Sample 0,50.979764761381766,0.38381120473016006,0.0,0.8462909792467628
Sample 1,105.56953039700528,0.8405038526277347,0.0,0.6885811380362754
Sample 2,872.7067131676428,0.031984398575253446,0.0,0.6870311692902316
Sample 4,158.4281954048954,162.83848714288487,0.11222556633227299,0.8648630851911452
