COD
6293.2913499999995
5579.169250000001
6769.37275
6531.33205
7007.413450000002
5817.20995
8197.616950000001
7602.515200000001
5817.20995
5103.08785
6055.250650000001
5222.108200000001
7840.555899999999
4865.047150000001
9982.9222
