Test,FStatistic,pValue
Lactate_35,361.1704341588117,4.248161624015926e-33
Acetate_35,42.06635307578444,5.998529792276552e-12
Propionate_35,84.78398399173419,8.303780532728317e-18
Ethanol_35,93.33744246272275,1.0431012163907112e-18
Lactate_40,257.9182986522713,2.745091539152302e-29
Acetate_40,8.439714374283078,0.0006159037070038099
Propionate_40,24.798060053863686,1.7856796852292082e-8
Ethanol_40,11.261219291148555,7.559224426578778e-5
