COD
7721.5355500000005
7126.433800000001
2722.6808500000006
7364.474500000001
11411.1664
6769.37275
6769.37275
8316.6373
6531.33205
4746.026800000001
7483.494849999999
7602.515200000001
6531.33205
3555.8233
4984.0675
4150.92505
6888.3931
5936.230300000001
6769.37275
