Sample_Name,Methane_Production_Potential,Methane_Production_Rate,Lag_Time,R_squared
Sample Ac,210.50217533162447,44.65134341103609,0.0,0.9185322574277947
Sample 0,452.51855091902775,80.3875654506543,0.0,0.9698077892166101
Sample 1,259.03940366257507,45.930199488457404,0.0,0.8856906095982391
Sample 2,292.86534743196364,61.914265725994454,0.0,0.9888462428980725
Sample 4,466.30441759904187,97.71905685501024,0.0,0.989664759854468
