Time,Sucrose,Glucose,Fructose,Lactate,Acetate,Propionate,Ethanol,pH,EC
0,1.557002571255171,1.1360218098272432,2.58265251270569,0.8501122143053359,0.5407685616150479,0.4402431378690014,0.059752264384910235,4.4,1.751
24,0.03043751362702618,0,1.6171718585255477,1.0747282277960257,0.5370876008054362,0.43667732018183925,0.38102160431640547,4.17,2.86
48,0,0,1.295808973356553,1.1796115380621723,0.7589978930095717,0.5334632194306532,0.3687065459112413,4.08,2.86
72,0,0,0.04645462380495433,2.324791435830504,1.1199372756000254,0.7783696820076655,0.4238722874331631,3.86,2.91
