Timestamp,Minutes,Hours,Methane_Volume,Cumulative_Methane_Volume
25/04_12:32,0.0,0.0,0.0,0.0
25/04_12:33,1.0001,0.0167,0.0,0.0
25/04_12:35,3.0,0.05,0.0,0.0
25/04_12:36,4.0,0.0667,0.0,0.0
25/04_12:36,4.0942,0.0682,0.0,0.0
25/04_12:37,5.0941,0.0849,0.0,0.0
25/04_12:38,6.0941,0.1016,0.0,0.0
25/04_12:39,6.6864,0.1114,0.0,0.0
25/04_12:39,6.9155,0.1153,0.0,0.0
25/04_12:40,7.9155,0.1319,0.0,0.0
25/04_12:41,8.9155,0.1486,0.0,0.0
25/04_12:42,9.8459,0.1641,0.0,0.0
25/04_12:43,10.8461,0.1808,0.0,0.0
25/04_12:44,11.8461,0.1974,0.0,0.0
25/04_12:45,12.846,0.2141,0.0,0.0
25/04_12:46,13.8462,0.2308,0.0,0.0
25/04_12:47,14.8461,0.2474,0.0,0.0
25/04_12:48,15.8461,0.2641,0.0,0.0
25/04_12:49,16.846,0.2808,0.0,0.0
25/04_12:50,17.8462,0.2974,0.0,0.0
25/04_12:51,18.846,0.3141,0.0,0.0
25/04_12:52,19.8461,0.3308,0.0,0.0
25/04_12:53,20.8461,0.3474,0.0,0.0
25/04_12:54,21.846,0.3641,0.0,0.0
25/04_12:55,22.8464,0.3808,0.0,0.0
25/04_12:56,23.8465,0.3974,0.0,0.0
25/04_12:57,24.8257,0.4138,0.0,0.0
25/04_13:57,84.8316,1.4139,0.0,0.0
25/04_14:57,144.8353,2.4139,0.0,0.0
25/04_15:57,204.8368,3.4139,0.0,0.0
25/04_16:57,264.8377,4.414,0.0,0.0
25/04_17:57,324.8383,5.414,0.0,0.0
25/04_18:57,384.8389,6.414,0.0,0.0
25/04_19:57,444.8392,7.414,0.0,0.0
25/04_20:57,504.84,8.414,0.0,0.0
25/04_21:57,564.8404,9.414,0.0,0.0
25/04_22:57,624.844,10.4141,0.0,0.0
25/04_23:57,684.8463,11.4141,0.075,0.075
26/04_00:57,744.8465,12.4141,0.075,0.15
26/04_01:57,804.8464,13.4141,0.075,0.225
26/04_02:57,864.8465,14.4141,0.075,0.3
26/04_03:57,924.8466,15.4141,0.075,0.375
26/04_04:57,984.8466,16.4141,0.075,0.45
26/04_05:57,1044.8463,17.4141,0.075,0.525
26/04_06:57,1104.8466,18.4141,0.075,0.6
26/04_07:57,1164.8489,19.4141,0.075,0.675
26/04_08:57,1224.8539,20.4142,0.075,0.75
26/04_09:57,1284.8556,21.4143,0.075,0.825
26/04_10:57,1344.8558,22.4143,0.075,0.9
26/04_11:57,1404.8562,23.4143,0.075,0.975
26/04_12:37,1444.9577,24.0826,0.075,1.05
26/04_12:48,1456.4305,24.2738,0.075,1.125
26/04_13:48,1516.4307,25.2738,0.075,1.2
26/04_14:16,1544.4112,25.7402,0.075,1.275
26/04_15:16,1604.4114,26.7402,0.075,1.35
26/04_16:16,1664.4113,27.7402,0.075,1.425
26/04_17:16,1724.4136,28.7402,0.075,1.5
26/04_18:16,1784.4158,29.7403,0.075,1.575
26/04_19:16,1844.4164,30.7403,0.075,1.65
26/04_20:16,1904.4164,31.7403,0.075,1.725
26/04_21:16,1964.4167,32.7403,0.075,1.8
26/04_22:16,2024.4168,33.7403,0.075,1.875
26/04_23:16,2084.4253,34.7404,0.075,1.95
27/04_00:16,2144.425,35.7404,0.075,2.025
27/04_01:16,2204.4252,36.7404,0.075,2.1
27/04_02:16,2264.426,37.7404,0.075,2.175
27/04_03:16,2324.4267,38.7404,0.075,2.25
27/04_04:16,2384.4269,39.7404,0.075,2.325
27/04_05:16,2444.427,40.7405,0.075,2.4
27/04_06:16,2504.427,41.7405,0.075,2.475
