Test,FStatistic,pValue
Lactate_35,688.1178255036476,1.2228740127277402e-40
Acetate_35,250.3915665492103,5.863678227479089e-29
Propionate_35,38.09888689106697,3.120828104052443e-11
Ethanol_35,229.4586266303276,5.418784896481652e-28
Lactate_40,195.10352039911945,3.18373830195336e-26
Acetate_40,0.5981222701069979,0.5532571350169881
Propionate_40,39.00842617012708,2.1201958711931458e-11
Ethanol_40,32.061878051281575,4.681634239581072e-10
