Sample_Name,Methane_Production_Potential,Methane_Production_Rate,Lag_Time,R_squared
Sample 0,67.3635919973713,1.6361532163677277,0.0,0.8618633770966874
Sample 1,163.74415916994562,3.174516606140387,0.0,0.8145283017500883
Sample 2,94.53847297149821,929.1023197958123,0.04036342543849356,0.7240320037078531
Sample 4,158.43225412635545,9732.608991450805,0.0018625322685343016,0.8649311400769919
