Test,FStatistic,pValue
Lactate_35,337.41317769734326,3.2354687006434937e-55
Acetate_35,217.0025496921926,7.261373075406508e-47
Propionate_35,181.10238016216144,1.527464365189976e-43
Ethanol_35,82.61350772630695,4.466193657643971e-30
Lactate_40,305.5278602808645,2.592549074074175e-53
Acetate_40,11.737823225198397,8.674661835954473e-8
Propionate_40,124.32427080744084,7.2071878495716856e-37
Ethanol_40,8.433182301103395,7.248736740448588e-6
