Sample_Name,Methane_Production_Potential,Methane_Production_Rate,Lag_Time,R_squared
Sample 0,67.3635919973713,1.6361532163677277,0.0,0.8618633770966874
Sample 1,163.74415916994562,3.174516606140387,0.0,0.8145283017500883
Sample 2,839.354373605276,1.8759214427420061,0.0,0.6658463237940382
Sample 4,158.43225412635545,9732.608991450805,0.0018625322685343016,0.8649311400769919
FW 1,21.655902326852164,0.8235275055488411,0.0,0.9746969636843179
