Comp,Init,SucHyd,Glycolysis,Heterolact,PyrOx,Acet,Lact,Eth,Aceteth,Prop,Acetogenesis,Final
Sucrose,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glucose,0.5845038461684471,0.4154961538315529,-0.20552201601879616,-0.7944779839812038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fructose,0.7350034640403174,0.26499653595968264,-0.9815952149040446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018404785095955445
Pyruvate,0.0,0.0,1.0,0.0,-0.42159251783974616,-0.014125035515733821,-0.15192971039383338,-0.39766792380650234,-0.014684812444184282,0.0,0.0,0.0
Lactate,0.3949202886813018,0.0,0.0,0.40764394449514896,0.0,0.0,0.1974357668235492,0.0,0.0,-0.09095077579712108,0.0,0.9090492242028789
Acetate,0.9315595928389455,0.0,0.0,0.0,0.0,0.04459285476254626,0.0,0.0,0.02318003759386372,0.0,0.0006675148046444423,1.0
Propionate,0.7303134744129245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2696865255870755,0.0,1.0
Ethanol,0.05913961242736121,0.0,0.0,0.4106543582055234,0.0,0.0,0.0,0.5205939583645288,0.009612071002586545,0.0,0.005222201658501291,1.0052222016585013
