Time,Sucrose,Glucose,Fructose,Lactate,Acetate,Propionate,Ethanol,pH,EC
0.0,1.6310954093827865,1.205292934549629,2.372079394273258,0.8098403895265772,0.48248750319345024,0.4272808820657757,0.055926483929890414,4.38,2.04
24.0,0.10787663687552138,0.0,1.7278668508843635,0.8543385894973982,0.45597146360290786,0.4989809887581517,0.9370035461736348,4.44,2.29
48.0,0.0,0.0,1.4146345707313026,1.1003873118644203,0.5799187238285874,0.5401829995934181,0.94494817563722,4.39,2.59
