Time,Sucrose,Glucose,Fructose,Lactate,Acetate,Propionate,Ethanol,pH,EC
0,2.90306e+5,4.13151e+5,8.02377e+5,1520.28406,692.64029,532.51270,2.71319e+4,4.375,2.00
24,9.80476e+4,1.03168e+4,4.46657e+5,1136.11938,591.49133,496.09616,1.04713e+5,4.45,2.28
48,0,0,470632.9,1594.70105,989.31409,643.17633,1.17010e+5,4.37,2.74
72,0,0,172995,2438.65845,1177.5127,810.02594,100578,4.11,2.79
