Time,Sucrose,Glucose,Fructose,Lactate,Acetate,Propionate,Ethanol,pH,EC
0,2.73402e+5,3.88699e+5,7.56126e+5,1444.67041,670.03900,501.60489,1.69418e+4,4.385,1.96
24,6.42116e+4,1.84796e+4,508653.8,1444.86597,719.60229,582.04364,1.40391e+5,4.42,2.32
48,0,0,460853.3,2075.25098,818.43634,659.02747,1.47583e+5,4.375,2.92
