Time,Sucrose,Glucose,Fructose,Lactate,Acetate,Propionate,Ethanol,pH,EC
0,1.88648e+5,2.84022e+5,6.35002e+5,1201.32544,533.03448,400.34534,1.62717e+4,4.40,1.462
24,9275.91797,0,3.81387e+5,1486.20789,570.61908,398.41718,6.14363e+4,4.19,2.35
48,0,0,2.86089e+5,1466.34851,783.20142,476.10159,4.04982e+4,4.11,2.40
72,0,0,3327.18481,2736.39209,1134.32227,690.26733,4.84889e+4,3.89,2.38
