Time,Sucrose,Glucose,Fructose,Lactate,Acetate,Propionate,Ethanol,pH,EC
0,2.18713e+5,3.26400e+5,6.29399e+5,1233.23315,526.23047,427.77209,1.51110e+4,4.38,2.04
24,1.92569e+4,7373.46387,455387.4,1300.94348,497.27286,503.77829,1.14923e+5,4.44,2.29
48,0,0,370778.6,1675.34155,632.63306,547.45477,1.15823e+5,4.39,2.59
72,0,0,663.36902,2401.58105,576.0589,530.5802,88257.5,4.00,2.66
