Time,Sucrose,Glucose,Fructose,Lactate,Acetate,Propionate,Ethanol,pH,EC
0,2.24029e+5,3.31499e+5,6.41462e+5,1260.05481,592.43286,433.39810,1.59769e+4,4.365,2.02
24,1.86295e+4,0,474373,1346.45837,491.52423,511.40076,1.22484e+5,4.445,2.38
48,0,0,385976.2,1702.86804,628.84906,556.67719,1.23749e+5,4.385,2.66
72,0,0,751.75922,2714.23608,636.63873,591.50201,106498,4.00,2.74
