Time,Sucrose,Glucose,Fructose,Lactate,Acetate,Propionate,Ethanol,pH,EC
0.0,1.9379139895327637,1.3963987416231323,2.9423990208622097,1.0930849700520886,0.6728624943799854,0.5194737641466449,0.20169366259114532,4.37,1.96
24.0,1.188974539693852,0.0013765635104009998,2.0664024090462143,0.9907553813577701,0.6281417369988801,0.5889614426394052,0.5836943983521073,4.42,2.25
48.0,0.05379008694033159,-0.029893905624459604,1.6613726291597066,1.0136707582992583,1.063824137264795,0.6916472416105925,0.47953677513807663,4.37,2.75
72.0,0.0,0.0,1.3435663746431152,0.7193715736027265,1.11032443623584,0.6881473354734697,0.21226355072414196,4.11,2.64
