Column1
[0.8536844259173201, 0.009990943873719491, 0.19596807191097657, 0.5898299369802995, 1.1517112164539203]
[0.8085532438814391, 0.31233749869329597, 0.13340260103337956, 0.28748338216072306, 1.5655201036313495]
[0.8625408862511635, 3.104291186899071e-6, 0.34532387445207285, 0.6546730212567405, 1.5471780916849764]
[0.7204567048845205, 0.02358710953122682, 0.12353465276749778, 0.7306294220795058, 1.3827795632743047]
[0.8357030960301777, 0.023904958571613472, 0.18990019981849252, 0.5898812306251663, 1.1903514568271203]
[0.8256910842322117, 0.28152564106697336, 0.060235085862184394, 0.01600376015947915, 0.47081194872942334]
[0.8151164910171266, 0.4760034761169193, 0.41813720146861383, 0.02301220468762658, 1.3072081152868809]
[0.8787543062367564, 0.37694871502126504, 0.5150118997259585, 0.09629679880937857, 0.7990511201741595]
[0.8071982555587044, 0.4903277346669905, 0.49036012306288185, 0.009532470719328907, 1.266797414186493]
[0.7040720317861947, 0.39670059826916304, 0.5704193684634057, 0.0032933880109850457, 0.9993243340672121]
