Time,Sucrose,Glucose,Fructose,Lactate,Acetate,Propionate,Ethanol,pH,EC
0,1.401493144045046,1.044922996090997,2.392822395777801,0.7888711273742445,0.4887178308528962,0.4014079808915936,0.06617240772809418,4.4,1.462
24,0.03165325139794674,0,1.4539081843598582,0.9760915445288707,0.5231334729447229,0.39958905983357496,0.4648568653625852,4.19,2.35
48,0,0,1.1011031589484783,0.9630402617698512,0.7177918630428751,0.47287229837640804,0.2800285918387028,4.11,2.4
72,0,0,0.054283819681380394,1.7976936033574256,1.0393078431139138,0.6749045853194686,0.35056542589944795,3.89,2.38
